"id","retweetId","Content","Original_post_content","frame","topic"
"1073634265118715904",1073709019431350272,"@lgbeutin @ndaktuell Natürlich, nennt sich ,Sommer'.
    #AfD  #KeinWaldfürWind #Klimavoodoo","#Klimakonferenz geht in Verlängerung! Zu vielen Regierungen ist Kohle, Öl, Gas wichtiger als #Klima. #schulstreik hat verstanden, dass wir handeln müssen, nächste #Heisszeit kommt bestimmt. Mein letzter Blog von der #COP24 bei @ndaktuell https://t.co/WxYv3InbwO #FridaysForFuture","","Regionale Demos"
"1073690085474951168",1320339267726594048,"@gruene_jugend @BehnkeBurkhard @Ricarda_Lang @max_lucks Personen, die nicht arbeiten. Oh wow","Es wird eng für Kohle, Öl und Gas! Überall auf der Welt nehmen junge Menschen ihre Zukunft selbst in die Hand und streiken für echten Klimaschutz. Danke an all diese mutigen Kämpfer*innen - ihr seid großartig! One struggle, one fight! <U+270A> #FridaysForFuture https://t.co/OJdUd6Ev9X","Diagnostic","Klimakrise"
"1073690085474951168",1076455262335180800,"@gruene_jugend @Ricarda_Lang @max_lucks Streiken kann man nur,  wenn man eine bezahlten Tätigkeit nachgeht. Lernt erstmal was, fimdetneinen Arbeitsplatz und nach 3 Jahren erfolgreicher Arbeit sprechen wir uns wieder. Bis dahin haltet euch zurück was die ""Mutigen Kämpferinnen"" angeht.","Es wird eng für Kohle, Öl und Gas! Überall auf der Welt nehmen junge Menschen ihre Zukunft selbst in die Hand und streiken für echten Klimaschutz. Danke an all diese mutigen Kämpfer*innen - ihr seid großartig! One struggle, one fight! <U+270A> #FridaysForFuture https://t.co/OJdUd6Ev9X","Diagnostic","Klimakrise"
"1073690085474951168",1073789818281345024,"@gruene_jugend @Ricarda_Lang @max_lucks Den teuren Strom zahlen ja auch Mama und Papa","Es wird eng für Kohle, Öl und Gas! Überall auf der Welt nehmen junge Menschen ihre Zukunft selbst in die Hand und streiken für echten Klimaschutz. Danke an all diese mutigen Kämpfer*innen - ihr seid großartig! One struggle, one fight! <U+270A> #FridaysForFuture https://t.co/OJdUd6Ev9X","Diagnostic","Klimakrise"
"1073690085474951168",1320339163082821632,"@gruene_jugend @BehnkeBurkhard @Ricarda_Lang @max_lucks Nein Danke","Es wird eng für Kohle, Öl und Gas! Überall auf der Welt nehmen junge Menschen ihre Zukunft selbst in die Hand und streiken für echten Klimaschutz. Danke an all diese mutigen Kämpfer*innen - ihr seid großartig! One struggle, one fight! <U+270A> #FridaysForFuture https://t.co/OJdUd6Ev9X","Diagnostic","Klimakrise"
"1073690085474951168",1093215189594525696,"@gruene_jugend @Ricarda_Lang @max_lucks Na euch wird im Winter bestimmt nur durch Händereiben warm <U+0001F926><U+0001F3FC><U+200D><U+2642><U+FE0F> Dumm wie 20m Feldweg <U+0001F644>","Es wird eng für Kohle, Öl und Gas! Überall auf der Welt nehmen junge Menschen ihre Zukunft selbst in die Hand und streiken für echten Klimaschutz. Danke an all diese mutigen Kämpfer*innen - ihr seid großartig! One struggle, one fight! <U+270A> #FridaysForFuture https://t.co/OJdUd6Ev9X","Diagnostic","Klimakrise"
"1073690085474951168",1073690728293896192,"@gruene_jugend @Ricarda_Lang @max_lucks https://t.co/BOOjkVIICO","Es wird eng für Kohle, Öl und Gas! Überall auf der Welt nehmen junge Menschen ihre Zukunft selbst in die Hand und streiken für echten Klimaschutz. Danke an all diese mutigen Kämpfer*innen - ihr seid großartig! One struggle, one fight! <U+270A> #FridaysForFuture https://t.co/OJdUd6Ev9X","Diagnostic","Klimakrise"
"1073690085474951168",1073720478047588352,"@gruene_jugend @Ricarda_Lang @max_lucks Wie kann man streiken ,wenn man gar keiner echten Tätigkeit nachgeht - sondern nur Sprechblasen erzeugt ? Die Welt wird tief aufatmen , wenn das Geschwätz der ""GrünGenderBourgeoisie "" verstummt und die Realität den Absolventen der Gedönswissenschaften in den Hintern tritt ! <U+0001F42F> <U+0001F1E9><U+0001F1EA>","Es wird eng für Kohle, Öl und Gas! Überall auf der Welt nehmen junge Menschen ihre Zukunft selbst in die Hand und streiken für echten Klimaschutz. Danke an all diese mutigen Kämpfer*innen - ihr seid großartig! One struggle, one fight! <U+270A> #FridaysForFuture https://t.co/OJdUd6Ev9X","Diagnostic","Klimakrise"
"1073690085474951168",1073704711084236800,"@gruene_jugend @Ricarda_Lang @max_lucks Ihr kindischen Schneeflocken","Es wird eng für Kohle, Öl und Gas! Überall auf der Welt nehmen junge Menschen ihre Zukunft selbst in die Hand und streiken für echten Klimaschutz. Danke an all diese mutigen Kämpfer*innen - ihr seid großartig! One struggle, one fight! <U+270A> #FridaysForFuture https://t.co/OJdUd6Ev9X","Diagnostic","Klimakrise"
"1076062360123645952",1076088207698210816,"@BlaBlaJakob @CDU @FridayForFuture @PrienKarin @LeevkePuls Erhalt der Schöpfung. Das zu erhalten sollte man sich wirklich genau überlegen.","„...und Sie können als @cdu Mitglied ihrer Partei sagen, dass ein Zweitwagen eben nicht wichtiger ist als der Erhalt der Schöpfung. Das sollten Christinnen und Christen eigentlich verstehen."" 
    
    @FridayForFuture 
    #fridaysforfuture #schoolstrike #youth4climate #climatejustice https://t.co/J6Bn927Ewe","Prognostic","Mehr Klimaschutz, weniger Co2"
"1076062360123645952",1076084162250059776,"@PrienKarin @BlaBlaJakob @CDU @FridayForFuture @LeevkePuls Also Zustimmung!","„...und Sie können als @cdu Mitglied ihrer Partei sagen, dass ein Zweitwagen eben nicht wichtiger ist als der Erhalt der Schöpfung. Das sollten Christinnen und Christen eigentlich verstehen."" 
    
    @FridayForFuture 
    #fridaysforfuture #schoolstrike #youth4climate #climatejustice https://t.co/J6Bn927Ewe","Prognostic","Mehr Klimaschutz, weniger Co2"
"1076062360123645952",1076077816062586880,"@BlaBlaJakob @CDU @FridayForFuture @LeevkePuls Gut, dass der Jakob weiß, was man als CDU-Mitglied so denkt und wichtig findet. #DialogstattVorurteil #ErhaltderSchöpfung #Lebensschutz","„...und Sie können als @cdu Mitglied ihrer Partei sagen, dass ein Zweitwagen eben nicht wichtiger ist als der Erhalt der Schöpfung. Das sollten Christinnen und Christen eigentlich verstehen."" 
    
    @FridayForFuture 
    #fridaysforfuture #schoolstrike #youth4climate #climatejustice https://t.co/J6Bn927Ewe","Prognostic","Mehr Klimaschutz, weniger Co2"
"1076077679835787264",1076154486052343808,"@Th_Hohn @GretaThunberg @youpan_de @Fridays4future @SvenjaSchulze68 https://t.co/31iaNYHY6O","#FridaysForFuture
    Letzte Woche demonstrierten deutschlandweit Schüler*innen, inspiriert von @GretaThunberg, für eine ambitionierte #Klimapolitik.
    @youpan_de @Fridays4future
    
    Heute machen sie weiter.
    Denn: So wie jetzt kann es nicht weiter gehen. #ClimateStrike
    
    @SvenjaSchulze68 https://t.co/zfhdan0yP9","Motivational","Euphorie"
"1076077679835787264",1076078535037673472,"@Th_Hohn @GretaThunberg @youpan_de @Fridays4future @SvenjaSchulze68 <U+0001F44F><U+0001F44F><U+0001F44F><U+0001F44F>","#FridaysForFuture
    Letzte Woche demonstrierten deutschlandweit Schüler*innen, inspiriert von @GretaThunberg, für eine ambitionierte #Klimapolitik.
    @youpan_de @Fridays4future
    
    Heute machen sie weiter.
    Denn: So wie jetzt kann es nicht weiter gehen. #ClimateStrike
    
    @SvenjaSchulze68 https://t.co/zfhdan0yP9","Motivational","Euphorie"
"1076077679835787264",1076215761335652352,"@Th_Hohn @GretaThunberg @youpan_de @SvenjaSchulze68 Great work! Thankyou all!","#FridaysForFuture
    Letzte Woche demonstrierten deutschlandweit Schüler*innen, inspiriert von @GretaThunberg, für eine ambitionierte #Klimapolitik.
    @youpan_de @Fridays4future
    
    Heute machen sie weiter.
    Denn: So wie jetzt kann es nicht weiter gehen. #ClimateStrike
    
    @SvenjaSchulze68 https://t.co/zfhdan0yP9","Motivational","Euphorie"
"1076077679835787264",1076234438323912704,"@Th_Hohn @GretaThunberg @youpan_de @Fridays4future @SvenjaSchulze68 @realDonaldTrump See worldwide kids striking for climate policy change — and change your mind!","#FridaysForFuture
    Letzte Woche demonstrierten deutschlandweit Schüler*innen, inspiriert von @GretaThunberg, für eine ambitionierte #Klimapolitik.
    @youpan_de @Fridays4future
    
    Heute machen sie weiter.
    Denn: So wie jetzt kann es nicht weiter gehen. #ClimateStrike
    
    @SvenjaSchulze68 https://t.co/zfhdan0yP9","Motivational","Euphorie"
"1076077679835787264",1076137373359050752,"Die Rede der 15jährigen Aktivistin @GretaThunberg am Klimagipfel hat Schweizer Schülerinnen und Schüler inspiriert. Auch sie streiken für mehr Klimaschutz. https://t.co/n2qttapXlb","#FridaysForFuture
    Letzte Woche demonstrierten deutschlandweit Schüler*innen, inspiriert von @GretaThunberg, für eine ambitionierte #Klimapolitik.
    @youpan_de @Fridays4future
    
    Heute machen sie weiter.
    Denn: So wie jetzt kann es nicht weiter gehen. #ClimateStrike
    
    @SvenjaSchulze68 https://t.co/zfhdan0yP9","Motivational","Euphorie"
"1076077679835787264",1076212040568496128,"@Th_Hohn @GretaThunberg @youpan_de @SvenjaSchulze68 So much is happening and so beautiful, thank you!","#FridaysForFuture
    Letzte Woche demonstrierten deutschlandweit Schüler*innen, inspiriert von @GretaThunberg, für eine ambitionierte #Klimapolitik.
    @youpan_de @Fridays4future
    
    Heute machen sie weiter.
    Denn: So wie jetzt kann es nicht weiter gehen. #ClimateStrike
    
    @SvenjaSchulze68 https://t.co/zfhdan0yP9","Motivational","Euphorie"
"1076077679835787264",1076863604673126400,"@Th_Hohn @GretaThunberg @youpan_de @Fridays4future @SvenjaSchulze68 Ihr seid großartig!!!","#FridaysForFuture
    Letzte Woche demonstrierten deutschlandweit Schüler*innen, inspiriert von @GretaThunberg, für eine ambitionierte #Klimapolitik.
    @youpan_de @Fridays4future
    
    Heute machen sie weiter.
    Denn: So wie jetzt kann es nicht weiter gehen. #ClimateStrike
    
    @SvenjaSchulze68 https://t.co/zfhdan0yP9","Motivational","Euphorie"
"1076077679835787264",1076555844114923520,"@Th_Hohn @GretaThunberg @youpan_de @Fridays4future @SvenjaSchulze68 Wunderbar - Dran bleiben!
    ""Menschen ohne Rückgrat gibt es schon genug!"" (Bettina Wegner)","#FridaysForFuture
    Letzte Woche demonstrierten deutschlandweit Schüler*innen, inspiriert von @GretaThunberg, für eine ambitionierte #Klimapolitik.
    @youpan_de @Fridays4future
    
    Heute machen sie weiter.
    Denn: So wie jetzt kann es nicht weiter gehen. #ClimateStrike
    
    @SvenjaSchulze68 https://t.co/zfhdan0yP9","Motivational","Euphorie"
"1076077679835787264",1077485420563390464,"@Th_Hohn @GretaThunberg @youpan_de @Fridays4future @SvenjaSchulze68 dear climate activist, use #freesoftware and #freeservices for organize  your protest. https://t.co/HeReqhAsEd
    
    f.e. #Mastodon instead of #Twitter. https://t.co/NwgedeKckY
    
    #FridaysForFuture #ClimateStrike","#FridaysForFuture
    Letzte Woche demonstrierten deutschlandweit Schüler*innen, inspiriert von @GretaThunberg, für eine ambitionierte #Klimapolitik.
    @youpan_de @Fridays4future
    
    Heute machen sie weiter.
    Denn: So wie jetzt kann es nicht weiter gehen. #ClimateStrike
    
    @SvenjaSchulze68 https://t.co/zfhdan0yP9","Motivational","Euphorie"
"1076077679835787264",1076153822026842112,"Der #FridaysForFuture war heute neben vielen anderen Städten auch in #Köln am Start. Auch dort wird gezeigt wie wichtig uns unsere #Zukunft ist und das ein ""weiter so"" keine Option ist. https://t.co/XYHxGvxX9x","#FridaysForFuture
    Letzte Woche demonstrierten deutschlandweit Schüler*innen, inspiriert von @GretaThunberg, für eine ambitionierte #Klimapolitik.
    @youpan_de @Fridays4future
    
    Heute machen sie weiter.
    Denn: So wie jetzt kann es nicht weiter gehen. #ClimateStrike
    
    @SvenjaSchulze68 https://t.co/zfhdan0yP9","Motivational","Euphorie"
"1076077679835787264",1076122024265900032,"Frankfurt <U+270A><U+FE0F><U+0001F49A><U+0001F30D>
    #FridaysForFuture #schoolstrike4climate #RebelForLife #ExtinctionRebellion
    @FridayForFuture https://t.co/nuM8CGm9lt","#FridaysForFuture
    Letzte Woche demonstrierten deutschlandweit Schüler*innen, inspiriert von @GretaThunberg, für eine ambitionierte #Klimapolitik.
    @youpan_de @Fridays4future
    
    Heute machen sie weiter.
    Denn: So wie jetzt kann es nicht weiter gehen. #ClimateStrike
    
    @SvenjaSchulze68 https://t.co/zfhdan0yP9","Motivational","Euphorie"
"1076077679835787264",1076152522648236032,"@JoJoRimb @Th_Hohn @greenpeace_de @GretaThunberg @youpan_de @Fridays4future @SvenjaSchulze68 https://t.co/EJfYl4I1Zr","#FridaysForFuture
    Letzte Woche demonstrierten deutschlandweit Schüler*innen, inspiriert von @GretaThunberg, für eine ambitionierte #Klimapolitik.
    @youpan_de @Fridays4future
    
    Heute machen sie weiter.
    Denn: So wie jetzt kann es nicht weiter gehen. #ClimateStrike
    
    @SvenjaSchulze68 https://t.co/zfhdan0yP9","Motivational","Euphorie"
"1076077679835787264",1076097422349221888,"@Th_Hohn @greenpeace_de @GretaThunberg @youpan_de @Fridays4future @SvenjaSchulze68 In Gedanken bin ich bei ihnen... wir brauchen noch viel mehr junge Leute die sich trauen was zu sagen... egal ob Umwelt oder braune Kacke.... liebe Leute euch gehört die Welt und die nächsten 60..70 Jahre.. tut was. Etwas das wir versäumt haben...","#FridaysForFuture
    Letzte Woche demonstrierten deutschlandweit Schüler*innen, inspiriert von @GretaThunberg, für eine ambitionierte #Klimapolitik.
    @youpan_de @Fridays4future
    
    Heute machen sie weiter.
    Denn: So wie jetzt kann es nicht weiter gehen. #ClimateStrike
    
    @SvenjaSchulze68 https://t.co/zfhdan0yP9","Motivational","Euphorie"
"1076077679835787264",1076388153085313024,"@Th_Hohn @GretaThunberg @youpan_de @Fridays4future @SvenjaSchulze68 https://t.co/iSFMRSnfsJ","#FridaysForFuture
    Letzte Woche demonstrierten deutschlandweit Schüler*innen, inspiriert von @GretaThunberg, für eine ambitionierte #Klimapolitik.
    @youpan_de @Fridays4future
    
    Heute machen sie weiter.
    Denn: So wie jetzt kann es nicht weiter gehen. #ClimateStrike
    
    @SvenjaSchulze68 https://t.co/zfhdan0yP9","Motivational","Euphorie"
"1076077679835787264",1076239499133374464,"@Th_Hohn @GretaThunberg @youpan_de @Fridays4future @SvenjaSchulze68 Religion die wirkt.","#FridaysForFuture
    Letzte Woche demonstrierten deutschlandweit Schüler*innen, inspiriert von @GretaThunberg, für eine ambitionierte #Klimapolitik.
    @youpan_de @Fridays4future
    
    Heute machen sie weiter.
    Denn: So wie jetzt kann es nicht weiter gehen. #ClimateStrike
    
    @SvenjaSchulze68 https://t.co/zfhdan0yP9","Motivational","Euphorie"
"1076077679835787264",1076307602806620160,"@lockenralf @Th_Hohn @GretaThunberg @youpan_de @Fridays4future @SvenjaSchulze68 @realDonaldTrump Lol","#FridaysForFuture
    Letzte Woche demonstrierten deutschlandweit Schüler*innen, inspiriert von @GretaThunberg, für eine ambitionierte #Klimapolitik.
    @youpan_de @Fridays4future
    
    Heute machen sie weiter.
    Denn: So wie jetzt kann es nicht weiter gehen. #ClimateStrike
    
    @SvenjaSchulze68 https://t.co/zfhdan0yP9","Motivational","Euphorie"
"1076077679835787264",1076080265599037440,"@Th_Hohn @GretaThunberg @youpan_de @Fridays4future @SvenjaSchulze68 #kohlekommission #FridaysForFuture
    Diese Schüler*innen haben so viel mehr verstanden als die meisten der verantwortlichen Politiker*innen. 
    Und das Beste: Sie machen weiter! @lisagoeldner 
    @stiftungbildung","#FridaysForFuture
    Letzte Woche demonstrierten deutschlandweit Schüler*innen, inspiriert von @GretaThunberg, für eine ambitionierte #Klimapolitik.
    @youpan_de @Fridays4future
    
    Heute machen sie weiter.
    Denn: So wie jetzt kann es nicht weiter gehen. #ClimateStrike
    
    @SvenjaSchulze68 https://t.co/zfhdan0yP9","Motivational","Euphorie"
"1081119757984808960",1081225112899117056,"@Vincent0_ @GretaThunberg @greenpeace_de @FridayForFuture @BUNDjugend @WWF @WWF_Deutschland @WWF_Jugend Utholdenhet","Auch heute wieder etwa 40 junge Menschen vor dem #Landtag in #Kiel. 
    Heute am #FridaysForFuture unter dem Motto #FrühstückForFuture https://t.co/rdz3jO249d","Motivational","Euphorie"
"1081119757984808960",1081191903633334272,"@AJ39635105 @Vincent0_ @greenpeace_de @FridayForFuture @BUNDjugend @WWF @WWF_Deutschland @WWF_Jugend @GretaThunberg Warst Du da und hast nur 20 gezählt oder was?","Auch heute wieder etwa 40 junge Menschen vor dem #Landtag in #Kiel. 
    Heute am #FridaysForFuture unter dem Motto #FrühstückForFuture https://t.co/rdz3jO249d","Motivational","Euphorie"
"1081119757984808960",1081132671479279616,"@Vincent0_ @greenpeace_de @FridayForFuture @BUNDjugend @WWF @WWF_Deutschland @WWF_Jugend @GretaThunberg Werde die Leute nun immer doppelt bzw. dreifach gezählt?","Auch heute wieder etwa 40 junge Menschen vor dem #Landtag in #Kiel. 
    Heute am #FridaysForFuture unter dem Motto #FrühstückForFuture https://t.co/rdz3jO249d","Motivational","Euphorie"
"1081128913324122112",1081169197944750080,"@leon_xschlag @FridayForFuture Super! Ich weiß von einer Gruppe, die Mitte Dezember schon vor der Bürgerschaft war. Gern PN (heute für nicht-Follower geöffnet), dann würd ich versuchen Kontakt herzustellen.","Heute das erste mal #FridaysForFuture in #Bremen. 15 junge Menschen demonstrieren für eine wirkungsvolle Klimapolitik auf dem Marktplatz. #Ferienstreik
    @FridayForFuture https://t.co/wjj8CEL4n9","Motivational","Euphorie"
"1081128913324122112",1081323384737333248,"@leon_xschlag @BttnMaPe @FridayForFuture Solche Initiativen für #Umweltschutz müssten überall, in jedem Dorf, entstehen! #FridaysForFuture #Bremen. Super!","Heute das erste mal #FridaysForFuture in #Bremen. 15 junge Menschen demonstrieren für eine wirkungsvolle Klimapolitik auf dem Marktplatz. #Ferienstreik
    @FridayForFuture https://t.co/wjj8CEL4n9","Motivational","Euphorie"
"1081128913324122112",1081336838504284160,"@leon_xschlag @FridayForFuture '
    #ÖkoFaschismus","Heute das erste mal #FridaysForFuture in #Bremen. 15 junge Menschen demonstrieren für eine wirkungsvolle Klimapolitik auf dem Marktplatz. #Ferienstreik
    @FridayForFuture https://t.co/wjj8CEL4n9","Motivational","Euphorie"
"1081128913324122112",1081580398751240192,"@leon_xschlag @FridayForFuture Find ich toll.
    Sollten nur mehr Leute sein. <U+0001F61F>","Heute das erste mal #FridaysForFuture in #Bremen. 15 junge Menschen demonstrieren für eine wirkungsvolle Klimapolitik auf dem Marktplatz. #Ferienstreik
    @FridayForFuture https://t.co/wjj8CEL4n9","Motivational","Euphorie"
"1081128913324122112",1081238006651146240,"@MelanieBergma18 @lisagoeldner @FridayForFuture Nächsten Freitag um 10 Uhr geht es weiter! https://t.co/FhGmEOgKR9","Heute das erste mal #FridaysForFuture in #Bremen. 15 junge Menschen demonstrieren für eine wirkungsvolle Klimapolitik auf dem Marktplatz. #Ferienstreik
    @FridayForFuture https://t.co/wjj8CEL4n9","Motivational","Euphorie"
"1081128913324122112",1081221200825778176,"@leon_xschlag @lisagoeldner @FridayForFuture Super, danke! Nächstes Mal mit Ankündigung?! Dann werdens vielleicht noch mehr?","Heute das erste mal #FridaysForFuture in #Bremen. 15 junge Menschen demonstrieren für eine wirkungsvolle Klimapolitik auf dem Marktplatz. #Ferienstreik
    @FridayForFuture https://t.co/wjj8CEL4n9","Motivational","Euphorie"
"1081750564164304896",1081858490866585600,"@FridayForFuture @GretaThunberg macht weiter! ich habe die hoffnung, dass die bewegung immer weiter wächst und immer mehr menschen (jeden alters) mit auf die straßen zieht! <U+0001F4AA><U+0001F49A>","In den letzten Stunden haben wir die 1.000 Follower hier erreicht und freuen uns auf jeden der uns zuhört und unterstützt!
    Wir freuen uns auf weitere gemeinsame #Klimastreiks am #FridaysForFuture! https://t.co/Ee3pGeCLpW","Diagnostic","Zukunft der Kinder"
"1081750564164304896",1082002363559358464,"@FridayForFuture @GretaThunberg DIDACTA 2019 freut sich sicher auch über einen Stand von euch&gt;!","In den letzten Stunden haben wir die 1.000 Follower hier erreicht und freuen uns auf jeden der uns zuhört und unterstützt!
    Wir freuen uns auf weitere gemeinsame #Klimastreiks am #FridaysForFuture! https://t.co/Ee3pGeCLpW","Diagnostic","Zukunft der Kinder"
"1081750564164304896",1082355016839675904,"@FridayForFuture @GretaThunberg Meine Unterstützung habt ihr. Ich werden am 18.1.19 mit dem Zug von Flensburg nach Kiel fahren und Euch unterstützen, auch wenn ich schon 67 Jahre alt bin. Liebe Grüße 
    Martin","In den letzten Stunden haben wir die 1.000 Follower hier erreicht und freuen uns auf jeden der uns zuhört und unterstützt!
    Wir freuen uns auf weitere gemeinsame #Klimastreiks am #FridaysForFuture! https://t.co/Ee3pGeCLpW","Diagnostic","Zukunft der Kinder"
"1081750564164304896",1081902180637032448,"@FridayForFuture @GretaThunberg Einer ""meiner"" Jugendredakteure von https://t.co/jZq7U3ihf2 war neulich in Kiel dabei  - viel Erfolg und Mut weiterhin! Und wenn ihr Lust habt, auf unserer Schülerzeitung mal etwas zu berichten, schreibt an: redaktion@erkant.de
    
    https://t.co/qJiksibDuZ","In den letzten Stunden haben wir die 1.000 Follower hier erreicht und freuen uns auf jeden der uns zuhört und unterstützt!
    Wir freuen uns auf weitere gemeinsame #Klimastreiks am #FridaysForFuture! https://t.co/Ee3pGeCLpW","Diagnostic","Zukunft der Kinder"
"1081750564164304896",1082360465253167104,"@WattBuerger @GretaThunberg Wir freuen uns natürlich auf jede Unterstützung! <U+0001F600>","In den letzten Stunden haben wir die 1.000 Follower hier erreicht und freuen uns auf jeden der uns zuhört und unterstützt!
    Wir freuen uns auf weitere gemeinsame #Klimastreiks am #FridaysForFuture! https://t.co/Ee3pGeCLpW","Diagnostic","Zukunft der Kinder"
"1084200212506251264",1084152084717600768,"Willkommen @ForAugsburg !! RT&amp;F
    @FridayForFuture @FutureFridaysAC @F4F_Freiburg @F4fHamburg @orgateam_koeln @fridaysforfutu1 @bremenforfuture @GretaThunberg @FOsnabruck @ForNurnberg @Friday4futurpdm @FridaysFutureKA @F4F_Mainz @fff_muc @for_fridays @PinnebergKreis @F4F_Leipzig","Wer noch nicht hat, kann hier einmal gerne die #FridaysForFuture Regional-Accounts followen und ansehen! https://t.co/hKEWsEq5Ev","Diagnostic","Unfähigkeit der Politik"
"1084461731982819328",1085607226516090880,"@sabine_beck @GretaThunberg Wir sind schon 52","Was mit einem einzelnen Mädchen begann, wird zu einer Bewegung: 
    In 45 Deutschen Städten werden nächsten Freitag Schüler*innen für eine ambitionierte Klimapolitik protestieren. 
    Thank you @GretaThunberg 
    #fridaysforfuture https://t.co/46MtIoRScG","Motivational","Euphorie"
"1084461731982819328",1085613408165265408,"@Romy4Climate @GretaThunberg Das ist soooooooo WOW &lt;3 #FridaysForFuture","Was mit einem einzelnen Mädchen begann, wird zu einer Bewegung: 
    In 45 Deutschen Städten werden nächsten Freitag Schüler*innen für eine ambitionierte Klimapolitik protestieren. 
    Thank you @GretaThunberg 
    #fridaysforfuture https://t.co/46MtIoRScG","Motivational","Euphorie"
